Exploding Kitten,Attack,Skip,Favor,Shuffle,See-The-Future,Draw-From-Bottom,Defuse,Taco,Watermelon,Potato,Beard,Rainbow,Last Card Played Index,Cards in Deck,Attack Winrate,Skip Winrate,Favor Winrate,Shuffle Winrate,See-The-Future Winrate,Draw-From-Bottom Winrate,Defuse Winrate,Taco Winrate,Watermelon Winrate,Potato Winrate,Beard Winrate,Rainbow Winrate,Draw Winrate
0,2,2,0,1,0,0,2,1,1,1,0,0,-1,21,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1.0
0,1,1,1,0,0,0,2,1,1,0,1,0,4,22,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
0,1,1,0,1,0,0,2,1,1,1,1,0,3,22,0,0,0,0.0,0,0,0,0,0,0,0,0,1.0
0,2,2,0,1,0,0,2,1,1,1,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,0,0,2,1,1,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,2,1,1,0,1,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,2,1,1,0,1,0,2,23,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0
0,1,1,1,1,0,0,2,1,1,0,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,1,0,0,1,1,1,1,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,1,1,1,0,0,0,2,1,1,0,1,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,2,2,1,0,1,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,2,1,0,1,0,0,1,1,1,1,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,2,1,0,1,0,0,1,1,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,1,1,1,1,0,0,3,1,1,0,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,2,1,1,0,1,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,1,0,0,2,1,1,0,1,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,3,1,1,0,1,0,3,22,0.0,0.0,0,0.5,0,0,0,0,0,0,0,0,1.0
0,2,2,0,0,0,0,0,1,1,1,0,0,4,23,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
0,1,1,0,1,0,0,3,1,1,0,1,0,2,23,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1.0
0,1,1,0,1,0,0,3,1,1,0,1,0,1,23,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0
0,1,0,0,0,0,0,3,1,1,0,1,0,2,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,2,2,0,0,0,0,0,1,1,1,0,0,4,24,1.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1.0
0,1,0,0,0,0,0,3,1,1,0,1,0,2,24,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,1,0,0,0,0,0,3,1,1,0,1,0,1,24,1.0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666
0,2,2,0,2,0,0,0,1,1,1,0,0,1,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
0,2,2,0,0,0,0,0,1,1,1,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0
