Exploding Kitten,Attack,Skip,Favor,Shuffle,See-The-Future,Draw-From-Bottom,Defuse,Taco,Watermelon,Potato,Beard,Rainbow,Last Card Played Index,Cards in Deck,Attack Winrate,Skip Winrate,Favor Winrate,Shuffle Winrate,See-The-Future Winrate,Draw-From-Bottom Winrate,Defuse Winrate,Taco Winrate,Watermelon Winrate,Potato Winrate,Beard Winrate,Rainbow Winrate,Draw Winrate
0,1,2,1,1,0,0,1,1,0,1,0,0,3,24,0.3646849914148604,0.38536734382159765,0.603906140227624,0.7590597173364826,0,0,0,0,0,0,0,0,0.4223153084539223
0,1,2,2,1,0,0,1,1,0,1,0,0,1,24,0.3142857142857143,0.4473684210526316,0.6794871794871795,0.6304347826086957,0,0,0,0,0,0,0,0,0.3879310344827586
0,1,2,0,1,0,0,1,2,0,1,0,0,3,24,0.37629350893697083,0.41539923954372626,0,0.6074113856068744,0,0,0,0.408,0,0,0,0,0.42342342342342343
0,1,2,1,0,0,0,1,2,0,1,0,0,3,25,0.4246575342465753,0.3231132075471698,0.7677286742034943,0,0,0,0,0.759235668789809,0,0,0,0,0.3697478991596639
0,1,2,2,1,0,0,1,1,0,1,0,0,1,24,0.28346456692913385,0.42857142857142855,0.6,0.6802325581395349,0,0,0,0,0,0,0,0,0.34074074074074073
0,1,2,2,1,0,0,1,1,0,1,0,0,2,23,0.33031674208144796,0.378698224852071,0.7592873388931008,0.6621621621621622,0,0,0,0,0,0,0,0,0.325068870523416
0,1,2,2,1,0,0,1,1,0,1,0,0,1,24,0.423963133640553,0.6558094312105007,0.48125,0.7439712140608241,0,0,0,0,0,0,0,0,0.6315315315315315
0,1,2,1,1,0,0,1,1,1,1,0,0,3,24,0.2786885245901639,0.3333333333333333,0.47368421052631576,0.711864406779661,0,0,0,0,0,0,0,0,0.32608695652173914
0,1,2,1,1,0,0,2,1,0,1,0,0,3,24,0.23862622658340768,0.28269484808454426,0.612565445026178,0.7148817802503477,0,0,0,0,0,0,0,0,0.31403118040089084
0,2,1,0,2,0,0,1,1,2,0,1,0,-1,21,0.6984126984126984,0.6590909090909091,0,0.3082706766917293,0,0,0,0,0.4,0,0,0,0.5430839002267573
0,2,1,0,2,0,0,1,1,2,0,1,0,2,22,0.5333333333333333,0.5952380952380952,0,0.35514018691588783,0,0,0,0,0.3805970149253731,0,0,0,0.5436241610738255
0,2,1,0,2,0,0,1,1,2,0,1,0,1,22,0.588957055214724,0.44715447154471544,0,0.34065934065934067,0,0,0,0,0.4780058651026393,0,0,0,0.36363636363636365
0,1,3,1,0,0,0,1,2,0,1,0,0,3,23,0.40476190476190477,0.42105263157894735,0.47619047619047616,0,0,0,0,0.6541353383458647,0,0,0,0,0.45614035087719296
0,1,3,1,0,0,0,1,2,0,1,0,0,3,23,0.28205128205128205,0.6052631578947368,0.5357142857142857,0,0,0,0,0.45,0,0,0,0,0.6458333333333334
0,1,3,1,1,0,0,1,1,0,1,0,0,3,22,0.44398340248962653,0.5,0.38333333333333336,0.6031746031746031,0,0,0,0,0,0,0,0,0.437984496124031
0,1,3,1,1,0,0,1,1,0,1,0,0,2,23,0.52,0.40186915887850466,0.4358974358974359,0.6333333333333333,0,0,0,0,0,0,0,0,0.3532934131736527
0,1,3,1,1,0,0,1,1,0,1,0,0,1,23,0.4891304347826087,0.6,0.3684210526315789,0.34285714285714286,0,0,0,0,0,0,0,0,0.6310344827586207
0,1,1,1,1,0,0,1,1,0,1,0,0,2,23,0.4250720461095101,0.3741097612065354,0.5349462365591398,0.5310734463276836,0,0,0,0,0,0,0,0,0.38738170347003154
0,1,1,1,1,0,0,1,1,0,1,0,0,2,24,0.3667752442996743,0.37180544105523494,0.36231884057971014,0.5570652173913043,0,0,0,0,0,0,0,0,0.40688575899843504
0,1,1,1,1,0,0,1,1,0,1,0,0,1,24,0.4696969696969697,0.6359447004608295,0.6814562002275313,0.5454545454545454,0,0,0,0,0,0,0,0,0.5748792270531401
0,1,1,1,1,0,0,1,1,0,1,0,0,3,23,0.4041411042944785,0.4053030303030303,0.5575815738963532,0.6254976211282649,0,0,0,0,0,0,0,0,0.3673623626533341
0,2,1,0,1,0,0,1,1,1,0,2,0,4,23,0.6861702127659575,0.6162790697674418,0,0.33035714285714285,0,0,0,0,0,0,0.4855881589197611,0,0.6460481099656358
0,1,2,2,1,0,0,1,1,0,1,0,0,2,23,0.4782608695652174,0.336283185840708,0.6917808219178082,0.5942028985507246,0,0,0,0,0,0,0,0,0.3253968253968254
0,1,2,2,1,0,0,1,1,0,1,0,0,1,24,0.36666666666666664,0.5714285714285714,0.7592592592592593,0.6153846153846154,0,0,0,0,0,0,0,0,0.8266666666666667
0,1,2,1,1,0,0,1,2,0,1,0,0,3,24,0.46153846153846156,0.4,0.6,0.375,0,0,0,0.4444444444444444,0,0,0,0,0.25
0,1,2,1,1,0,0,2,1,0,1,0,0,3,24,0.28205128205128205,0.32407407407407407,0.75,0.708029197080292,0,0,0,0,0,0,0,0,0.2710843373493976
0,1,2,1,1,0,0,2,1,0,1,0,0,3,23,0.24197002141327623,0.24844074844074845,0.5843373493975904,0.7680505415162455,0,0,0,0,0,0,0,0,0.23447537473233404
0,1,2,2,1,0,0,1,1,0,1,0,0,4,23,0.3305785123966942,0.4418604651162791,0.8374429223744292,0.43902439024390244,0,0,0,0,0,0,0,0,0.46938775510204084
0,1,2,2,1,0,0,1,1,0,1,0,0,1,24,0.4444444444444444,0.6296296296296297,0.8716981132075472,0.5957446808510638,0,0,0,0,0,0,0,0,0.6756756756756757
0,1,3,2,1,0,0,1,1,0,1,0,0,1,23,0.39759036144578314,0.3576923076923077,0.5845070422535211,0.6069364161849711,0,0,0,0,0,0,0,0,0.33152173913043476
0,2,2,1,1,0,0,1,1,0,1,0,0,3,24,0.5,0.5128205128205128,0.1111111111111111,0.391304347826087,0,0,0,0,0,0,0,0,0.56
0,1,1,2,1,0,0,1,1,0,1,0,0,2,24,0.3113087674714104,0.38372093023255816,0.6476683937823834,0.6569506726457399,0,0,0,0,0,0,0,0,0.41899441340782123
0,1,1,1,1,0,0,1,1,0,1,0,0,3,24,0.375,0.3387096774193548,0.2727272727272727,0.5675675675675675,0,0,0,0,0,0,0,0,0.6428571428571429
0,1,1,2,1,0,0,1,1,0,1,0,0,1,24,0.25,0.4,0.42857142857142855,0.25,0,0,0,0,0,0,0,0,0.4
0,1,1,1,0,0,0,1,2,0,1,0,0,3,25,0.3125,0.7692307692307693,0.6842105263157895,0,0,0,0,0.375,0,0,0,0,0.5454545454545454
0,1,3,2,1,0,0,1,1,0,1,0,0,1,22,0.3181818181818182,0.6666666666666666,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0.6666666666666666
0,1,2,1,1,0,0,1,1,0,1,0,0,3,24,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,1.0
0,1,1,2,1,0,0,1,1,0,1,0,0,2,23,0.17647058823529413,0.21428571428571427,0.6363636363636364,0.7272727272727273,0,0,0,0,0,0,0,0,1.0
0,1,1,2,1,0,0,1,1,0,1,0,0,2,24,0.7142857142857143,0.8,0.7391304347826086,0.5714285714285714,0,0,0,0,0,0,0,0,0.25925925925925924
0,2,1,0,1,0,0,1,1,2,0,1,0,4,21,0.7083333333333334,0.7391304347826086,0,0.2222222222222222,0,0,0,0,0.3953488372093023,0,0,0,0.7083333333333334
0,2,1,0,2,0,0,1,1,2,0,2,0,1,21,0.5517241379310345,0.6190476190476191,0,0.3684210526315789,0,0,0,0,0.25,0,0.2857142857142857,0,0.7142857142857143
0,2,1,1,2,0,0,1,1,0,0,1,0,9,22,0.4413793103448276,0.47619047619047616,0.3225806451612903,0.453125,0,0,0,0,0,0,0,0,0.35135135135135137
0,2,1,0,1,0,0,1,1,2,0,1,0,4,22,0.8888888888888888,0.4230769230769231,0,0.18181818181818182,0,0,0,0,0.38095238095238093,0,0,0,0.391304347826087
0,1,3,1,0,0,0,1,2,1,1,0,0,3,22,0.25,0.5,0.6363636363636364,0,0,0,0,0.4,0,0,0,0,0.3076923076923077
0,1,2,1,0,0,0,1,2,0,1,0,0,2,23,0.5,0.5,0.7,0,0,0,0,0.5714285714285714,0,0,0,0,0.375
0,1,1,0,2,0,0,1,1,2,0,1,0,1,22,0.5454545454545454,0.4,0,0.5,0,0,0,0,0.3333333333333333,0,0,0,0.5333333333333333
0,2,1,0,1,0,0,1,1,2,0,1,0,3,21,0.6956521739130435,0.7894736842105263,0,0.42857142857142855,0,0,0,0,0.5052631578947369,0,0,0,0.546875
0,2,1,0,1,0,0,1,1,2,0,1,0,2,22,0.5172413793103449,0.4,0,0.3125,0,0,0,0,0.5555555555555556,0,0,0,0.631578947368421
0,2,1,0,1,0,0,1,1,2,0,1,0,1,22,0.5777777777777777,0.4666666666666667,0,0.4222222222222222,0,0,0,0,0.3333333333333333,0,0,0,0.5
0,1,3,1,1,0,0,1,1,0,1,0,0,4,22,0.6153846153846154,0.5625,0.734375,0.38461538461538464,0,0,0,0,0,0,0,0,0.38235294117647056
0,1,3,1,1,0,0,1,1,0,1,0,0,2,23,0.3,0.75,0.4166666666666667,0.6,0,0,0,0,0,0,0,0,0.2894736842105263
0,1,3,1,1,0,0,1,1,0,1,0,0,1,23,0.45454545454545453,0.65625,0.6666666666666666,0.42857142857142855,0,0,0,0,0,0,0,0,0.6071428571428571
0,1,3,1,1,0,0,1,1,1,1,0,0,1,22,0.38461538461538464,0.37735849056603776,0.5405405405405406,0.6823529411764706,0,0,0,0,0,0,0,0,0.3548387096774194
0,1,2,1,1,0,0,1,1,0,1,0,0,2,23,0.3953488372093023,0.3333333333333333,0.42857142857142855,0.5952380952380952,0,0,0,0,0,0,0,0,0.42857142857142855
0,1,3,0,1,0,0,1,2,0,1,0,0,3,22,0.36231884057971014,0.56,0,0.6,0,0,0,0.5789473684210527,0,0,0,0,0.45
0,1,3,0,1,0,0,1,2,0,1,0,0,2,23,0.45454545454545453,0.25,0,0.7142857142857143,0,0,0,0.7777777777777778,0,0,0,0,0.8
0,1,3,0,1,0,0,1,2,0,1,0,0,1,23,0.4230769230769231,0.4915254237288136,0,0.5432098765432098,0,0,0,0.47058823529411764,0,0,0,0,0.5568181818181818
0,1,1,0,1,0,0,1,2,0,1,0,0,2,23,0.4117647058823529,0.352112676056338,0,0.5490196078431373,0,0,0,0.5882352941176471,0,0,0,0,0.4772727272727273
0,1,1,0,1,0,0,1,2,0,1,0,0,2,24,0.3333333333333333,0.2857142857142857,0,0.3333333333333333,0,0,0,0.7435897435897436,0,0,0,0,0.4444444444444444
0,1,1,0,1,0,0,1,2,0,1,0,0,1,24,0.4117647058823529,0.5357142857142857,0,0.39473684210526316,0,0,0,0.41025641025641024,0,0,0,0,0.5864661654135338
0,1,1,1,1,0,0,1,1,0,1,0,0,4,23,0.3669724770642202,0.4225352112676056,0.5357142857142857,0.6871508379888268,0,0,0,0,0,0,0,0,0.3263888888888889
0,1,1,1,1,0,0,1,1,0,1,0,0,2,24,0.2745762711864407,0.4727272727272727,0.6043956043956044,0.5192307692307693,0,0,0,0,0,0,0,0,0.5405405405405406
0,1,1,1,1,0,0,1,1,0,1,0,0,1,24,0.44,0.6561514195583596,0.6,0.6343283582089553,0,0,0,0,0,0,0,0,0.5058823529411764
0,1,2,1,1,0,0,1,1,0,1,0,0,1,23,0.36065573770491804,0.4358974358974359,0.5909090909090909,0.5641025641025641,0,0,0,0,0,0,0,0,0.5652173913043478
